_id,BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndiv,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndiv,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistCtrlBhvr,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_JointLocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Check,TypeForceUsed_IntermWeapon_OC_Check,TypeForceUsed_IntermWeapon_OC_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Baton_Check,TypeForceUsed_IntermWeapon_Baton_Hard,TypeForceUsed_IntermWeapon_Baton_Soft,TypeForceUsed_IntermWeapon_Baton_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_Check,TypeForceUsed_IntermWeapon_CEW_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Disconnect,TypeForceUsed_IntermWeapon_CEW_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermWeapon_CEW_WhyNot_OperatorError,TypeForceUsed_IntermWeapon_CEW_WhyNot_ProbeMiss,TypeForceUsed_IntermWeapon_CEW_WhyNot_WeaponMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Other,TypeForceUsed_IntermWeapon_CEW_Drawn,TypeForceUsed_IntermWeapon_CEW_Pointed,TypeForceUsed_IntermWeapon_CEW_Discharged,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_Cartridge,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_DrivePushStun,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_ThreePointContact,TypeForceUsed_IntermWeapon_CEW_DrivePushStunCycles,TypeForceUsed_IntermWeapon_CEW_ThreePointContactCycles,TypeForceUsed_LLFirearm_Check,TypeForceUsed_LLFirearm_Shotgun_Check,TypeForceUsed_LLFirearm_Shotgun_Pointed,TypeForceUsed_LLFirearm_Shotgun_Discharged,TypeForceUsed_LLFirearm_Shotgun_AssistCtrlBhvr,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Check,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Pointed,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Discharged,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_AssistCtrlBhvr,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistCtrlBhvr,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistCtrlBhvr,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistCtrlBhvr,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnOtherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndivInjuries_PhysicalInjuries,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
12285,287010977,2,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12286,287010977,3,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12287,287010977,4,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12288,287010977,5,Latino,Yes,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12289,630137708,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,,,,,,,1,,Yes,Yes,Yes,1,,1,1,1,1,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,No,,,,1,No,,,,,,,
12290,174896853,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,1,,1,,,,,,,,1,,1,,,,Yes,No,Yes,1,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12291,593842786,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,1,,,,1,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,,,1,No,,,,,,,
12292,411407752,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,1,,,1,,,,,,No,,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12293,296408566,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12294,440820825,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
12295,171532267,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
12296,899700452,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,1,,1,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12297,498284565,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,,1,,1,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12298,718726338,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,1,,,1,,,,1,,1,,,1,,,1,Yes,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,No,,,,,Yes,No,,,,No,,,,,,,
12299,509580459,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,,,,,,,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12300,520849133,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,,1,,,,,1,,,,,1,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12301,464937777,1,White,No,45 - 54,Female,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12302,464937777,2,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12303,526091701,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,1,1,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12304,526091701,2,Black,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12305,526091701,3,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12306,312134064,1,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,1,1,,Yes,Yes,Yes,,,,No,,,,,,,
12307,312134064,2,White,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,1,1,,Yes,Yes,Yes,,,,No,,,,,,,
12308,312134064,3,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,1,1,,Yes,Yes,Yes,,,,No,,,,,,,
12309,686689194,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12310,686689194,2,White,No,65 and older,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12311,686689194,3,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12312,686689194,4,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12313,686689194,5,White,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12314,398655797,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12315,184954009,1,East/Southeast Asian,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,,1,,,,,,1,,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,No,,1,,,No,,,,,,,
12316,917746671,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,,1,,,,,,,,,,1,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,1,1,,Yes,Yes,Yes,,,,No,,,,,,,
12317,682568196,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,1,,1,,,,,1,,1,,1,1,,,Yes,No,Yes,1,,1,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12318,402181201,1,East/Southeast Asian,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,1,,,1,,,1,,,,1,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
12319,402181201,2,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,1,,,1,,,1,,1,,,,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
12320,943701799,1,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,1,1,1,,,,,1,,1,,1,,1,,Yes,No,Yes,1,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,No,,1,,,No,,,,,,,
12321,587322145,1,South Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,1,,1,1,1,,Yes,No,Yes,1,1,1,1,1,1,1,,No,,,,,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
12322,791105296,1,Black,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12323,880745925,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12324,880745925,2,Latino,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12325,880745925,3,Latino,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12326,880745925,4,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12327,900334841,1,Middle Eastern,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12328,900334841,2,Middle Eastern,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12329,246011237,1,Black,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12330,246011237,2,Black,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12331,246011237,3,Black,No,35 - 44,Female,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
12332,270914543,1,Black,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12333,270914543,2,Middle Eastern,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12334,270914543,3,Black,No,25 - 34,Female,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12335,270914543,4,Black,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,1,1,,Yes,,,,,Yes,Yes,,,,No,,,,,,,
12336,589132043,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12337,589132043,2,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12338,589132043,3,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12339,589132043,4,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12340,589132043,5,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12341,392375752,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,,,,,,,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,1,,Multiple Cycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
12342,895396733,1,Black,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
12343,895396733,2,Black,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,,,1,No,,,,,,,
12344,312510683,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,1,,,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
12345,632517474,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,,1,No,,,,,,,
12346,632517474,2,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,1,,,,,,No,,No,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
