_id,BatchFileName,Indiv_Index,ConductedEnergyWeapon_CartridgeProbe_CartridgeProbeCycles_Cyc
637,939978528,1,Single Cycle (5 seconds)
638,845786383,1,Single Cycle (5 seconds)
639,870259932,1,Single Cycle (5 seconds)
640,421056337,1,Single Cycle (5 seconds)
641,671770689,1,Single Cycle (5 seconds)
642,471702659,1,Multiple Cycles
643,108401872,1,Single Cycle (5 seconds)
644,587933841,1,Single Cycle (5 seconds)
645,887610769,1,Single Cycle (5 seconds)
646,903315084,1,Single Cycle (5 seconds)
647,363750227,1,Multiple Cycles
648,230601021,1,Missing Data
649,391805929,1,Single Cycle (5 seconds)
650,105675318,1,Single Cycle (5 seconds)
651,564483332,1,Single Cycle (5 seconds)
652,691284884,1,Single Cycle (5 seconds)
653,159942553,1,Multiple Cycles
654,712078781,1,Single Cycle (5 seconds)
655,993329852,1,Single Cycle (5 seconds)
656,710101025,1,Single Cycle (5 seconds)
657,182264906,1,Single Cycle (5 seconds)
658,827359064,1,Single Cycle (5 seconds)
659,883726859,1,Extended Cycle (more than 5 seconds)
660,984794726,1,Single Cycle (5 seconds)
661,753573916,1,Single Cycle (5 seconds)
662,753573916,1,Multiple Cycles
663,391806168,1,Single Cycle (5 seconds)
664,982501120,1,Single Cycle (5 seconds)
665,181047585,1,Single Cycle (5 seconds)
666,602647684,1,Multiple Cycles
667,346507170,1,Single Cycle (5 seconds)
668,516425874,1,Single Cycle (5 seconds)
669,161446958,1,Single Cycle (5 seconds)
670,161446958,2,Single Cycle (5 seconds)
671,393096393,1,Single Cycle (5 seconds)
672,993197583,1,Extended Cycle (more than 5 seconds)
673,463063435,1,Single Cycle (5 seconds)
674,353387580,1,Single Cycle (5 seconds)
675,821784685,1,Multiple Cycles
676,560507447,1,Multiple Cycles
677,376100436,1,Multiple Cycles
678,372705805,1,Extended Cycle (more than 5 seconds)
679,430170046,1,Single Cycle (5 seconds)
680,356618206,1,Single Cycle (5 seconds)
681,102028325,1,Extended Cycle (more than 5 seconds)
682,803784832,1,Multiple Cycles
683,634078617,1,Extended Cycle (more than 5 seconds)
684,106283607,1,Single Cycle (5 seconds)
685,961721691,1,Single Cycle (5 seconds)
686,115059128,1,Multiple Cycles
687,911475457,1,Single Cycle (5 seconds)
688,530764572,1,Single Cycle (5 seconds)
689,330210991,1,Single Cycle (5 seconds)
690,515506335,1,Single Cycle (5 seconds)
691,293428219,1,Single Cycle (5 seconds)
692,168144248,1,Single Cycle (5 seconds)
693,692095969,1,Single Cycle (5 seconds)
694,404117478,1,Single Cycle (5 seconds)
695,561647618,1,Single Cycle (5 seconds)
696,303040519,1,Extended Cycle (more than 5 seconds)
697,889922610,1,Single Cycle (5 seconds)
698,879338023,1,Single Cycle (5 seconds)
699,101617664,1,Single Cycle (5 seconds)
700,791932015,1,Single Cycle (5 seconds)
701,773322227,1,Single Cycle (5 seconds)
702,104992499,1,Single Cycle (5 seconds)
703,768140942,1,Extended Cycle (more than 5 seconds)
704,358634742,1,Extended Cycle (more than 5 seconds)
705,491306771,1,Extended Cycle (more than 5 seconds)
706,561939752,1,Single Cycle (5 seconds)
707,597483676,1,Single Cycle (5 seconds)
708,296691838,1,Single Cycle (5 seconds)
709,421395918,1,Single Cycle (5 seconds)
710,872206193,1,Multiple Cycles
711,241918931,1,Extended Cycle (more than 5 seconds)
712,749292817,1,Extended Cycle (more than 5 seconds)
713,317979804,1,Extended Cycle (more than 5 seconds)
714,803137849,1,Single Cycle (5 seconds)
715,240534482,1,Single Cycle (5 seconds)
716,415269450,1,Single Cycle (5 seconds)
717,649406372,1,Single Cycle (5 seconds)
718,253572181,1,Extended Cycle (more than 5 seconds)
719,929399765,1,Single Cycle (5 seconds)
720,929399765,1,Extended Cycle (more than 5 seconds)
721,360654482,1,Single Cycle (5 seconds)
722,132661510,1,Single Cycle (5 seconds)
723,484497445,1,Single Cycle (5 seconds)
724,698205272,1,Single Cycle (5 seconds)
725,492233438,1,Single Cycle (5 seconds)
726,958463062,1,Single Cycle (5 seconds)
727,733851201,1,Single Cycle (5 seconds)
728,417936945,1,Single Cycle (5 seconds)
729,676119324,1,Single Cycle (5 seconds)
730,267527667,1,Multiple Cycles
731,776953188,1,Multiple Cycles
732,421781213,1,Single Cycle (5 seconds)
733,218598259,2,Single Cycle (5 seconds)
734,958058523,1,Single Cycle (5 seconds)
735,209111326,1,Multiple Cycles
736,162915718,1,Multiple Cycles
737,335105322,1,Single Cycle (5 seconds)
738,697411360,1,Single Cycle (5 seconds)
739,119492223,1,Single Cycle (5 seconds)
740,342254778,1,Single Cycle (5 seconds)
741,342254778,1,Extended Cycle (more than 5 seconds)
742,723474229,1,Single Cycle (5 seconds)
743,860941857,1,Single Cycle (5 seconds)
744,291024826,1,Single Cycle (5 seconds)
745,967129585,1,Single Cycle (5 seconds)
746,534415163,1,Extended Cycle (more than 5 seconds)
747,608854126,1,Single Cycle (5 seconds)
748,303334758,1,Single Cycle (5 seconds)
749,881339878,1,Single Cycle (5 seconds)
750,606644336,1,Single Cycle (5 seconds)
751,606644336,1,Extended Cycle (more than 5 seconds)
752,635340574,1,Single Cycle (5 seconds)
753,131306039,1,Single Cycle (5 seconds)
754,188137542,1,Extended Cycle (more than 5 seconds)
755,619500828,1,Multiple Cycles
756,322899895,1,Single Cycle (5 seconds)
757,411742919,1,Missing Data
758,411742919,1,Single Cycle (5 seconds)
759,857363705,1,Single Cycle (5 seconds)
760,850546631,1,Single Cycle (5 seconds)
761,822613488,1,Single Cycle (5 seconds)
762,804282535,1,Single Cycle (5 seconds)
763,462931023,1,Single Cycle (5 seconds)
764,195262506,1,Single Cycle (5 seconds)
765,259553158,1,Single Cycle (5 seconds)
766,571599805,1,Single Cycle (5 seconds)
767,942847964,1,Multiple Cycles
768,994682615,1,Single Cycle (5 seconds)
769,943141626,1,Single Cycle (5 seconds)
770,605205842,1,Single Cycle (5 seconds)
771,991784927,1,Single Cycle (5 seconds)
772,414054343,1,Single Cycle (5 seconds)
773,992857090,1,Single Cycle (5 seconds)
774,992857090,1,Multiple Cycles
775,477209896,1,Single Cycle (5 seconds)
776,802088886,1,Single Cycle (5 seconds)
777,443464516,1,Single Cycle (5 seconds)
778,266486655,1,Single Cycle (5 seconds)
779,516095469,1,Single Cycle (5 seconds)
780,644712713,1,Single Cycle (5 seconds)
781,920153161,1,Single Cycle (5 seconds)
782,130291726,1,Single Cycle (5 seconds)
783,848685671,1,Single Cycle (5 seconds)
784,193012767,1,Single Cycle (5 seconds)
785,928797852,1,Single Cycle (5 seconds)
786,932852842,1,Single Cycle (5 seconds)
787,546102739,1,Single Cycle (5 seconds)
788,223505660,1,Single Cycle (5 seconds)
789,345621104,1,Single Cycle (5 seconds)
790,497642030,1,Single Cycle (5 seconds)
791,553349942,1,Single Cycle (5 seconds)
792,149660673,1,Single Cycle (5 seconds)
793,990908055,1,Single Cycle (5 seconds)
794,486882244,1,Single Cycle (5 seconds)
795,200410837,1,Single Cycle (5 seconds)
796,419025693,1,Single Cycle (5 seconds)
797,125249077,1,Single Cycle (5 seconds)
798,707851845,1,Single Cycle (5 seconds)
799,473017914,1,Multiple Cycles
800,380094559,1,Single Cycle (5 seconds)
801,858130495,1,Single Cycle (5 seconds)
802,284697357,1,Single Cycle (5 seconds)
803,815122178,1,Extended Cycle (more than 5 seconds)
804,165080069,1,Extended Cycle (more than 5 seconds)
805,180735911,1,Single Cycle (5 seconds)
806,389110398,1,Single Cycle (5 seconds)
807,556364578,1,Single Cycle (5 seconds)
808,918085737,1,Single Cycle (5 seconds)
809,131091175,1,Multiple Cycles
810,793160289,1,Extended Cycle (more than 5 seconds)
811,509110781,1,Multiple Cycles
812,568872963,1,Single Cycle (5 seconds)
813,441730109,1,Multiple Cycles
814,555355614,1,Single Cycle (5 seconds)
815,228668739,1,Single Cycle (5 seconds)
816,425188188,1,Multiple Cycles
817,871152399,1,Single Cycle (5 seconds)
818,464463521,1,Single Cycle (5 seconds)
819,833103875,1,Multiple Cycles
820,904934461,1,Single Cycle (5 seconds)
821,904934461,1,Extended Cycle (more than 5 seconds)
822,936567676,1,Extended Cycle (more than 5 seconds)
823,988602281,1,Extended Cycle (more than 5 seconds)
824,883515432,1,Extended Cycle (more than 5 seconds)
825,186735739,1,Extended Cycle (more than 5 seconds)
826,336234272,1,Single Cycle (5 seconds)
827,482576574,1,Single Cycle (5 seconds)
828,737557426,1,Single Cycle (5 seconds)
829,318106486,1,Extended Cycle (more than 5 seconds)
830,649067399,1,Single Cycle (5 seconds)
831,749701102,1,Multiple Cycles
832,981087815,1,Extended Cycle (more than 5 seconds)
833,531584638,1,Multiple Cycles
834,687030098,1,Extended Cycle (more than 5 seconds)
835,476116391,1,Extended Cycle (more than 5 seconds)
836,785516073,1,Single Cycle (5 seconds)
837,556648974,1,Single Cycle (5 seconds)
838,728992443,1,Single Cycle (5 seconds)
839,425020301,1,Single Cycle (5 seconds)
840,964708659,1,Single Cycle (5 seconds)
841,162953056,1,Single Cycle (5 seconds)
842,900460817,1,Single Cycle (5 seconds)
843,771276106,1,Single Cycle (5 seconds)
844,379039472,1,Single Cycle (5 seconds)
845,824278427,1,Single Cycle (5 seconds)
846,740129514,1,Single Cycle (5 seconds)
847,796177779,1,Single Cycle (5 seconds)
848,454584053,1,Single Cycle (5 seconds)
849,357557583,1,Single Cycle (5 seconds)
850,357557583,1,Extended Cycle (more than 5 seconds)
851,327093553,1,Single Cycle (5 seconds)
852,355298846,1,Extended Cycle (more than 5 seconds)
853,601438020,1,Extended Cycle (more than 5 seconds)
854,410277588,1,Single Cycle (5 seconds)
855,284720258,1,Single Cycle (5 seconds)
856,656849458,1,Multiple Cycles
857,118556410,1,Extended Cycle (more than 5 seconds)
858,649125460,1,Single Cycle (5 seconds)
859,225785339,1,Single Cycle (5 seconds)
860,557250264,1,Single Cycle (5 seconds)
861,468596283,1,Multiple Cycles
862,476782354,1,Extended Cycle (more than 5 seconds)
863,240048358,1,Extended Cycle (more than 5 seconds)
864,644055120,1,Single Cycle (5 seconds)
865,627368622,1,Single Cycle (5 seconds)
866,627368622,1,Multiple Cycles
867,159707863,1,Single Cycle (5 seconds)
868,543876253,1,Multiple Cycles
869,945506979,1,Single Cycle (5 seconds)
870,765699567,1,Missing Data
871,865071135,1,Single Cycle (5 seconds)
872,807040374,1,Single Cycle (5 seconds)
873,132790476,1,Single Cycle (5 seconds)
874,840751916,1,Single Cycle (5 seconds)
875,526120856,1,Multiple Cycles
876,794307527,1,Single Cycle (5 seconds)
877,577862355,1,Single Cycle (5 seconds)
878,201744782,1,Single Cycle (5 seconds)
879,564254544,1,Single Cycle (5 seconds)
880,186199631,1,Multiple Cycles
881,884068832,1,Multiple Cycles
882,650479269,1,Single Cycle (5 seconds)
883,966380005,1,Single Cycle (5 seconds)
884,420216228,1,Single Cycle (5 seconds)
885,898936586,1,Multiple Cycles
886,747436774,1,Multiple Cycles
887,385053587,1,Single Cycle (5 seconds)
888,385053587,1,Multiple Cycles
889,676767863,1,Single Cycle (5 seconds)
890,385044850,1,Multiple Cycles
891,915080169,1,Single Cycle (5 seconds)
892,154189929,1,Single Cycle (5 seconds)
893,814592076,1,Single Cycle (5 seconds)
894,636050423,1,Single Cycle (5 seconds)
895,557984123,1,Single Cycle (5 seconds)
896,706784184,1,Single Cycle (5 seconds)
897,303884742,1,Single Cycle (5 seconds)
898,117563198,1,Extended Cycle (more than 5 seconds)
899,435476308,1,Extended Cycle (more than 5 seconds)
900,740324564,1,Single Cycle (5 seconds)
901,162647249,1,Multiple Cycles
902,674868018,1,Extended Cycle (more than 5 seconds)
903,170703819,1,Extended Cycle (more than 5 seconds)
904,576946643,1,Multiple Cycles
905,151065229,1,Multiple Cycles
906,741764682,1,Single Cycle (5 seconds)
907,556030548,1,Single Cycle (5 seconds)
908,196412672,1,Single Cycle (5 seconds)
909,624705982,1,Single Cycle (5 seconds)
910,268806066,1,Single Cycle (5 seconds)
911,633445315,1,Multiple Cycles
912,556066329,1,Multiple Cycles
913,593220948,1,Single Cycle (5 seconds)
914,616165974,1,Single Cycle (5 seconds)
915,286145865,1,Single Cycle (5 seconds)
916,357547811,1,Single Cycle (5 seconds)
917,184532622,1,Multiple Cycles
918,868227006,1,Missing Data
919,868227006,1,Single Cycle (5 seconds)
920,115577795,1,Single Cycle (5 seconds)
921,901379263,1,Extended Cycle (more than 5 seconds)
922,691960725,1,Multiple Cycles
923,808734721,1,Single Cycle (5 seconds)
924,940912398,1,Single Cycle (5 seconds)
925,781956677,1,Extended Cycle (more than 5 seconds)
926,516806967,1,Extended Cycle (more than 5 seconds)
927,631432731,1,Multiple Cycles
928,700179183,1,Multiple Cycles
929,632831039,1,Single Cycle (5 seconds)
930,514953286,1,Single Cycle (5 seconds)
931,926429057,1,Single Cycle (5 seconds)
932,200400858,1,Single Cycle (5 seconds)
933,957975832,1,Single Cycle (5 seconds)
934,249745516,1,Single Cycle (5 seconds)
935,695717422,1,Single Cycle (5 seconds)
936,740467097,1,Single Cycle (5 seconds)
937,174466754,1,Single Cycle (5 seconds)
938,955444469,1,Single Cycle (5 seconds)
939,296801463,1,Single Cycle (5 seconds)
940,296801463,1,Extended Cycle (more than 5 seconds)
941,683592702,1,Extended Cycle (more than 5 seconds)
942,600802438,1,Extended Cycle (more than 5 seconds)
943,617960433,1,Single Cycle (5 seconds)
944,667587175,1,Single Cycle (5 seconds)
945,335873097,1,Single Cycle (5 seconds)
946,335873097,1,Extended Cycle (more than 5 seconds)
947,445886428,1,Single Cycle (5 seconds)
948,821216019,1,Extended Cycle (more than 5 seconds)
949,711920008,1,Extended Cycle (more than 5 seconds)
950,690943108,1,Multiple Cycles
951,445611693,1,Multiple Cycles
952,640690857,1,Extended Cycle (more than 5 seconds)
953,923597871,1,Single Cycle (5 seconds)
954,761546457,1,Single Cycle (5 seconds)
955,643043362,1,Single Cycle (5 seconds)
956,341320716,1,Multiple Cycles
957,226617485,1,Single Cycle (5 seconds)
958,294249000,1,Extended Cycle (more than 5 seconds)
959,911085909,1,Single Cycle (5 seconds)
960,708204397,1,Single Cycle (5 seconds)
961,294222767,1,Extended Cycle (more than 5 seconds)
962,845325003,1,Single Cycle (5 seconds)
963,308992737,1,Single Cycle (5 seconds)
964,883544467,1,Extended Cycle (more than 5 seconds)
965,304192052,1,Multiple Cycles
966,776179820,1,Extended Cycle (more than 5 seconds)
967,858954820,1,Single Cycle (5 seconds)
968,858954820,1,Extended Cycle (more than 5 seconds)
969,142606958,1,Multiple Cycles
970,255899696,1,Single Cycle (5 seconds)
971,594137905,1,Single Cycle (5 seconds)
972,808541389,1,Extended Cycle (more than 5 seconds)
973,153908969,1,Single Cycle (5 seconds)
974,732157913,1,Multiple Cycles
975,479516742,1,Single Cycle (5 seconds)
976,919392107,1,Single Cycle (5 seconds)
977,524714587,1,Single Cycle (5 seconds)
978,412587687,1,Single Cycle (5 seconds)
979,684193581,1,Multiple Cycles
980,140790737,1,Single Cycle (5 seconds)
981,574224093,1,Single Cycle (5 seconds)
982,574224093,1,Extended Cycle (more than 5 seconds)
983,275213728,1,Single Cycle (5 seconds)
984,270774596,1,Single Cycle (5 seconds)
985,984922048,1,Missing Data
986,734571396,1,Single Cycle (5 seconds)
987,295087202,1,Single Cycle (5 seconds)
988,462726499,1,Single Cycle (5 seconds)
989,539691478,1,Single Cycle (5 seconds)
990,250005049,1,Single Cycle (5 seconds)
991,522248251,1,Single Cycle (5 seconds)
992,156310471,1,Single Cycle (5 seconds)
993,804978023,1,Single Cycle (5 seconds)
994,300081019,1,Extended Cycle (more than 5 seconds)
995,308175718,1,Single Cycle (5 seconds)
996,308175718,1,Extended Cycle (more than 5 seconds)
997,160839629,1,Single Cycle (5 seconds)
998,128256618,1,Single Cycle (5 seconds)
999,936473865,1,Single Cycle (5 seconds)
1000,540576586,1,Extended Cycle (more than 5 seconds)
1001,869933740,1,Single Cycle (5 seconds)
1002,366183970,1,Single Cycle (5 seconds)
1003,513531435,1,Single Cycle (5 seconds)
1004,653508923,1,Multiple Cycles
1005,561449437,1,Single Cycle (5 seconds)
1006,224393242,1,Single Cycle (5 seconds)
1007,900161783,1,Multiple Cycles
1008,128275591,1,Single Cycle (5 seconds)
1009,602908996,1,Single Cycle (5 seconds)
1010,911851037,1,Single Cycle (5 seconds)
1011,508401085,1,Single Cycle (5 seconds)
1012,577884673,1,Single Cycle (5 seconds)
1013,125985434,1,Single Cycle (5 seconds)
1014,971263069,1,Single Cycle (5 seconds)
1015,790314793,1,Single Cycle (5 seconds)
1016,458870539,1,Single Cycle (5 seconds)
1017,681860062,1,Single Cycle (5 seconds)
1018,207497742,1,Single Cycle (5 seconds)
1019,174839760,1,Single Cycle (5 seconds)
1020,709859091,1,Single Cycle (5 seconds)
1021,664355917,1,Multiple Cycles
1022,465396637,1,Single Cycle (5 seconds)
1023,465396637,1,Extended Cycle (more than 5 seconds)
1024,875009220,1,Single Cycle (5 seconds)
1025,258919803,1,Single Cycle (5 seconds)
1026,650034156,1,Single Cycle (5 seconds)
1027,988126291,1,Single Cycle (5 seconds)
1028,637626354,1,Single Cycle (5 seconds)
1029,526576606,1,Single Cycle (5 seconds)
1030,910589563,1,Single Cycle (5 seconds)
1031,314459887,1,Multiple Cycles
1032,341573755,1,Single Cycle (5 seconds)
1033,530657599,1,Single Cycle (5 seconds)
1034,946960444,1,Single Cycle (5 seconds)
1035,946960444,1,Extended Cycle (more than 5 seconds)
1036,713524016,1,Single Cycle (5 seconds)
1037,713524016,1,Extended Cycle (more than 5 seconds)
1038,548428028,1,Multiple Cycles
1039,198138963,2,Single Cycle (5 seconds)
1040,803535441,1,Multiple Cycles
1041,661959129,1,Single Cycle (5 seconds)
1042,293097903,1,Single Cycle (5 seconds)
1043,961282902,1,Single Cycle (5 seconds)
1044,848141237,1,Single Cycle (5 seconds)
1045,128604702,1,Multiple Cycles
1046,677260349,1,Single Cycle (5 seconds)
1047,527978045,1,Single Cycle (5 seconds)
1048,966718697,1,Single Cycle (5 seconds)
1049,873419703,1,Single Cycle (5 seconds)
1050,990607940,1,Single Cycle (5 seconds)
1051,854776843,1,Single Cycle (5 seconds)
1052,639650330,1,Multiple Cycles
1053,639650330,2,Missing Data
1054,639650330,2,Single Cycle (5 seconds)
1055,242783503,1,Multiple Cycles
1056,513873055,1,Missing Data
1057,659224172,1,Single Cycle (5 seconds)
1058,148985692,1,Single Cycle (5 seconds)
1059,340162516,1,Single Cycle (5 seconds)
1060,241871550,1,Multiple Cycles
1061,941749072,1,Single Cycle (5 seconds)
1062,292485636,1,Multiple Cycles
1063,227218723,1,Single Cycle (5 seconds)
1064,872609963,1,Single Cycle (5 seconds)
1065,805582008,1,Single Cycle (5 seconds)
1066,369078244,1,Single Cycle (5 seconds)
1067,491116648,1,Multiple Cycles
1068,322003856,1,Single Cycle (5 seconds)
1069,614938513,1,Single Cycle (5 seconds)
1070,408609568,1,Single Cycle (5 seconds)
1071,603140453,1,Multiple Cycles
1072,196837455,1,Multiple Cycles
1073,980827246,1,Single Cycle (5 seconds)
1074,604723365,1,Single Cycle (5 seconds)
1075,256067980,1,Single Cycle (5 seconds)
1076,961757054,1,Extended Cycle (more than 5 seconds)
1077,386798774,1,Single Cycle (5 seconds)
1078,137285979,1,Single Cycle (5 seconds)
1079,344627349,1,Multiple Cycles
1080,966614069,1,Multiple Cycles
1081,303559451,1,Single Cycle (5 seconds)
1082,406183685,1,Single Cycle (5 seconds)
1083,905956185,1,Single Cycle (5 seconds)
1084,114503849,1,Single Cycle (5 seconds)
1085,106420562,1,Single Cycle (5 seconds)
1086,659636485,1,Extended Cycle (more than 5 seconds)
1087,849697674,1,Extended Cycle (more than 5 seconds)
1088,771600403,1,Single Cycle (5 seconds)
1089,483925571,1,Single Cycle (5 seconds)
1090,443149534,1,Single Cycle (5 seconds)
1091,353290678,1,Single Cycle (5 seconds)
1092,802149025,1,Single Cycle (5 seconds)
1093,763723398,1,Single Cycle (5 seconds)
1094,786216349,1,Single Cycle (5 seconds)
1095,886675745,1,Single Cycle (5 seconds)
1096,858345514,1,Single Cycle (5 seconds)
1097,594902108,1,Single Cycle (5 seconds)
1098,216710651,1,Single Cycle (5 seconds)
1099,489878750,1,Extended Cycle (more than 5 seconds)
1100,820925341,1,Single Cycle (5 seconds)
1101,776245614,1,Extended Cycle (more than 5 seconds)
1102,997330859,1,Extended Cycle (more than 5 seconds)
1103,509580459,1,Multiple Cycles
1104,520849133,1,Multiple Cycles
1105,392375752,1,Single Cycle (5 seconds)
1106,392375752,1,Multiple Cycles
1107,287858503,1,Multiple Cycles
1108,579159164,1,Single Cycle (5 seconds)
1109,220463075,1,Multiple Cycles
1110,565731477,1,Extended Cycle (more than 5 seconds)
1111,517777977,1,Single Cycle (5 seconds)
1112,431083786,1,Single Cycle (5 seconds)
1113,279500317,1,Single Cycle (5 seconds)
1114,184811661,1,Extended Cycle (more than 5 seconds)
1115,882010435,1,Single Cycle (5 seconds)
1116,965256803,1,Single Cycle (5 seconds)
1117,825826531,1,Single Cycle (5 seconds)
1118,539737795,1,Single Cycle (5 seconds)
1119,835911241,1,Single Cycle (5 seconds)
1120,450779151,1,Extended Cycle (more than 5 seconds)
1121,435518917,1,Multiple Cycles
1122,679270344,1,Single Cycle (5 seconds)
1123,558389689,1,Single Cycle (5 seconds)
1124,433747459,1,Single Cycle (5 seconds)
1125,205544864,1,Single Cycle (5 seconds)
1126,854695238,1,Extended Cycle (more than 5 seconds)
1127,365091421,1,Single Cycle (5 seconds)
1128,983972724,1,Multiple Cycles
1129,188822598,1,Multiple Cycles
1130,251522518,1,Extended Cycle (more than 5 seconds)
1131,537540240,1,Single Cycle (5 seconds)
1132,537540240,1,Multiple Cycles
1133,528671607,1,Single Cycle (5 seconds)
1134,502400513,1,Single Cycle (5 seconds)
1135,674452469,1,Single Cycle (5 seconds)
1136,139410989,1,Single Cycle (5 seconds)
